billing_code,billing_code_type,billing_code_type_version,description,name,negotiated_rates_count,negotiation_arrangement,negotiated_prices_count,billing_class,expiration_date,negotiated_rate,negotiated_type,service_code,provider_references
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,152.11,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[40920|40921|40922|40923|40924|40925]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,152.25,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[36352|36353]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,153.06,negotiated,02|05|06|07|08|19|21|22|23|24|26|31|34|41|42|51|52|53|56|61,[34182]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,153.28,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[36737|36738|36739|36740|36741|37024|37025|37026|37027|37028|37029|37030|37031|37032|37033|37034|37035|37442|37443|37444|37446|37447|37448|37449|37450|37453|37454|37455|37456|37457|37458|37459|37460|37461|37462|37463|37464|37465|37466|37467|37468|37469|37470|37471|37472|37473|37474|37475|37477|37480|5687|5688|5689]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,153.35,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[33070|33071|33072|33073|33074|33075|33076|33077|33078|33079|33080|33081|33082|33083|33084|33085|33086|33087|33088|33089|33090|33091|33092|33093|33094|33095|33096|33097|33098|33099|33100|33101|33102|33103|33104|33105|33111|33112|33118|33119|33124|33126|33127|33128]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,153.65,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[15622|15623|15624|15625|15626|15627|15628|15629|15630|15631|15632|15633|15634|15635|15636|15637|15638|15639|15640|15641|15642|15643|15644|15645|15646|15647|15648|15649|15654]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,154.05,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[3109|3110|3111|3112|3113|3114|3115|3116|3117|3118|3119|3120|3121|3122|3123|3124|3125|3126|3127|3128|3129|3130|3131|3132|3133|3134|3135|3136|3137|3138|3139|3140|3141|3142|3143|3144|3145|3146|3147|3148|3149|3150|3151|3152|3153|3154|3155|3156|3157|3159|3160|3162]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,155.70,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[7799|7800|7801|7802|7803|7804|7805|7806|7807|7808|7809|7810|7811|7812|7813|7814|7815|7816|7817|7818|7819|7820|7821|7822|7823|7824|7825|7826|7827|7828|7829|7830|7831|7832|7833|7834|7835|7836|7837|7838|7839|7840|7841|7842|7843|7844|7845|7846|7847|7848|7849|7850|7851|7852|7853|7854|7855|7856|7857|7858|7859|7860|7862|7863]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,156.21,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[33131|33132|33133|33134|33135|33136|33137|33138|33139|33140|33141|33142|33143|33144|33145|33146|33147|33148|33149|33150|33151|33152|33153|33154|33155|33156|33157|33158|33159|33160|33161|33162|33163|33164|33165|33167|33168|33169|33170|33171|33172|33173|33174|33175|33176|33177|33178|33179|33180|33181|33182|33183|33184|33185|33186|33187|33188|33189|33190|33191|33193|33194|33195|33205|33206|33228|33232|33238|33241]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,156.22,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[40999|41000|41001]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,156.94,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[43257]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,157.18,negotiated,02|05|06|07|08|19|21|22|23|24|26|31|34|41|42|51|52|53|56|61,[26012|36983]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,157.90,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[26122|26123|26124|26125|26126|26127]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,157.98,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[40066|40067|40068|40069|40070|40071|40072|40073|40074|40075|40076|40077]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,158.24,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[40252|40253|40254]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,158.25,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[33495|36697]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,158.27,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[12013|12014|12015|12016|12017|12018|12019|12020|12021|12022|12023|12024|12028|12036|12037|12038|12040|12041|12042|12043|12052|12053|12054|12055|12056|12057|12058|12059|12060|12061|12062|12063|12064|12065|12066|12077|12078|12079|12080|12081|12082|12083|12084|12085|12086|12087|12088|12089|12090|12091|12092|12093|12094|12095|12096|12097|12098|12099|12101|12126|12127|12128|12130|12131|12132|12133|12134|12135|12136|12137|12138|12139|12140|12141|12142|12143|12144|12145|12147|12148|12149|12150|12151|12152|12153|12154|12156|12157|12158|12159|12160|12161|12162|12163|12164|12165|12166|12167|12168|12169|12170|12171|12172|12173|12174|12175|12176|12177|12178|12179|12180|12181|12183|12184|12185|12186|12187|12188|12189|12190|12191|12192|12193|12194|12195|12196|12197|12198|12200|12201|12202|12203|12204|12205|12206|12207|12208|12209|12210|12211|12212|12213|12214|12215|12216|12217|12218|12219|12221|12222|12223|12224|12225|12226|12227|12229|12238|12240|12281|12282|12283|12378|12379|12380|12381|12382|12383|12384|12385|12386|12387|12388|12389|12390|12391|12392|12393|12394|12395|12690|12691|12692|17851|17853|29048|29049|29050|29051|29052|29053|29054|29832|31298|31299|31300|31301|31302|31304|31305|31306|31308|31309|31312]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,158.60,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[17812|17814|17815|17816|17817|17818|17819|17821|17822|17823|17824|17825|17826|17827|17828|17829|17830|17831|17832|17833|17834|17835|17836|17838|17844|17845|17847|17848|17849|17854|29056|29835|29836|29837|29838]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,158.77,negotiated,02|05|06|07|08|19|21|22|23|24|26|31|34|41|42|51|52|53|56|61,[41627]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,158.84,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[40090|40091|40092|40093|40094|40095|40096|40097|40098|40099|40100]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,159.12,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[6594|6596|6597|6599|6600|6601|6602|6603|6604|6605|6607]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,159.18,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[40164|40168]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,159.47,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[23603|33358|33359|33360|33361|33362|33363|33364|33365|33372|33411|33412|33413|33414|33415|33416|33417|33420|35656|35657|35658|35659|35660|35661|35662|35663|35664|35665|35666|35667|35668|35669|35670|35671|35672|35673|35674|35675|35676|35677|35678|35679|35680|35681|35682|35683|35684|35685|35686|35687|35688|35689|35690|35691|35692|35693|35694|35695|35714|36097|36098|36099|36230|36231|36232|6587|6630|6788|6789|6790|6791|6792|6793|6794|6795|6796|6797|6798|6799|6800|6801|6802|6803|6804|6805|6806|6807|6808|6809|6810|6811|6812|6813|6814|6815|6816|6817|6818|6819|6820|6821|6822|6824|6825|6834|7254|7255|7256|7257|7276|7277|7278|7281]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,159.75,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[32771|32772|32773|32774|32775|32776|32777|32778|32782|32783|32784|32785|32786|32787|32788|32789|32790|32791|32792|32793|32796|32797|32798|32799]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,160.28,negotiated,02|05|06|07|08|19|21|22|23|24|26|31|34|41|42|51|52|53|56|61,[1500]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,160.67,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[26257|26258|26259|26260|26261|26262|26263|26264|26265|26266|26267|26268|26269|26270|26271|26272|26273|26274|26275|26276|26277|26278|26279|26280|26281|26282|26283|26284|26285|26286|26287|26288|26289|26290|26291|26292|26293|26294|26295|26296|26297|26298|26299|26300|26301|26302|26303|26304|26305|26306|26307|26308|26309|26310|26311|26312]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,160.95,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[41499|41500|41501|41502|41503|41504|41505|41506|41507|41508|41509|41510|41511|41512|41513|41514|41515|41516|41517|41518|41519|41520|41521|41522|41523|41524|41525|41526|41527|41528|41529|41530|41531|41532|41533|41534|41535|41536|41537|41538|41539]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,161.35,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[1692|1693|32886|32887|32888|32889|32890|32891|36734|36735|36736|36997|36998|36999|37000|37001|37002|37003|37004|37005|37006|37007|37008|37009|37010|37011|37012|37013|37014|37015|37016|37017|37018|37019|37020|37021|37022|37123|37124|37125|37126|37127|37128|37129|37130|37360|37361|37362|37363|37364|37365|37366|37367|37368|37369|37370|37371|37372|37373|37374|37375|37376|37377|37378|37379|37380|37381|37382|37383|37384|37385|37386|37387|37388|37389|37390|37391|37392|37393|37394|37395|37396|37397|37398|37399|37400|37401|37402|37403|37404|37405|37406|37407|37408|37409|37410|37411|37412|37413|37414|37415|37416|37417|37418|37419|37420|37421|37422|37423|37424|37425|37426|37427|37428|37429|37430|37431|37432|37433|37434|37435|37436|37437|37438|37439|37440|37451|37476|37478|37479|37481|37483|37484|5680|5681|5682|5683|5684|5686]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,161.69,negotiated,02|05|06|07|08|19|21|22|23|24|26|31|34|41|42|51|52|53|56|61,[41222]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,161.88,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[20852|20853|20854|20855|20856|4504|4505|4506|4507|8375|8376|8377|8378]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,161.94,negotiated,02|05|06|07|08|19|21|22|23|24|26|31|34|41|42|51|52|53|56|61,[35494]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,162.58,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[11797|11798|11799|11800|11801|11802|11803|11804|11805|11806|11807|11808|11809|11810|11811|11812|11813|11814|11815|11816|11817|11818|11819|11820|11821|11822|11823|11824|11825|11826|11827|11828|11829|11830|11831|11832|11833|11834|11835|11836|11837|11838|11839|11840|11841|11842|11843|11844|11845|11846|11847|11848|11849|11850|11851|11852|11853|11854|11855|11856|11857|11858|11859|11860|11861|11862|11863|11864|11865|11866|11867|11868|11869|11870|11871|11872]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,163.47,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[16602|16603|16604|16605|16606|16607|16608|16609|16610|16611|16612|16613|16614|16615|16616|16617|16618|16619|16620|16621|16622|16623|16624|16625|16626|16627|16628|16629|16630|16631|16632|16633|16634|16635|16636|16637|16638|16639|16640|16641|16642|16643|16644|16645|16646|16647|16648|16649|16650|16651|16652|16653|16654|16655|16656|16657|16658|16659|16660|16661|16662|16663]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,163.67,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[39257|4423|4424|4425|4426|4427|4428|4429|4430|4431|4432|4433|4434|4435|4436|4437|4438|4439|4440|4441|4442|4443|5960|5961|5962|5963|5964|5965|5966|5967|5968|5969|5970|5971|5972|5973]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,163.82,negotiated,02|05|06|07|08|19|21|22|23|24|26|31|34|41|42|51|52|53|56|61,[12721]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,164.39,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[13001|13002|13003|13004|13005|13006]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,166.23,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[39512|39513|39514|39515|39516|39517|39518|39519|39520|39521|39522|39523|39524|39525|39526|39527|39528|39529|39530|39531|39532|39534|39535|39536|39537|39538|39539|39540|39541|39542|39545|39546]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,166.53,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[34362|3657|36577]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,167.49,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[35609|35611|41098|41099|41100|6559|6560|6561|6562|6563|6564|6565|6566|6567|6568|6569|6570|6571|6572|6573|6574|6575|6576|6577|6578|6579|6580|6581|6582|6583|6584|6585|6586|6588|6589|6590|6591|6592|6593|6598|6606|6613|944|945]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,167.51,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[1241|1242|1243|1244|1245|1246|1247|1248|1249|1250|1251|1252|1253|1254|1255|1256|1257|1258|1259|1260|1261|1262|1263|1264|1265|1266|1267|1268|1269|1270|1271|1272|1273|1274|1275|1276|1277|1278|1279|1280|1281|1282|1283|17323|39430|39431|39432|40889|40890|40891|40892|40893|40894|40895|40896|40897|40898|40899|40900|40901|40902|40903|40904|40905|40906|40907|40908|40909|40910|40911|40912|40913|40914|40915|40916|41285|41286|41287|41288|41289|41290|41291|41292|41293|41294|41295|41296|41297|41298|41299|41300|41301|41302|41303|41304|41305|41306|41307|41308|41309|41310|41311|41312|41313|41314|41315|41316|41317|41318|41319|41320|41321|41322|41323|41324|41325|41326|41327|41328|41329|41330|41331|41332|41333|41334|41335|41336|41337|41338|41339|41693|41694|41695|41696|41697|41698|41699|41700|41701|41702|41703]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,167.64,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[41385|41386|41387|41388|41389]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,167.99,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[34005|34006|34007|34008|34009|34010|34011|34012|34013|34014|34015|34016|34017|34018|34019]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,168.14,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[39851|39852|39853|39854|39855|39856|39857|39858|39859|39860|39861|39862|39863|39864|39865|39866|39867|39868|39869|39870|39871|39872|39873|39874|39875|39876|39877|39878|39879|39880|39881|39882|39883|39884|39885|39886|39887|39888|39889|39890|39891|39892|39893|39894|39895|39896|39897|39898|39899|39900|39901|39902|39903|39904|39905|39906|39907|39908|39909|39910|39911|39912|39913|39914|39915|8175|8176|8177|8178|8179|8180|8181|8182|8183|8184|8185|8186|8187|8188|8189|8190|8191|8192|8193|8194|8195|8196|8197|8198|8199|8200|8201|8202|8203|8205]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,168.16,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[32721|32722|32723|32724|32725|32726|32727|32728|32729|32730|32731|32732|32733|32734|32735|32736|32737|32738|32739|32740|32741|32742|32743|32744|32745|32746|32747|32748|32749|32750|32751|32752|32753|32754|32755|32756|32757|32758|32759|32760|32761|32762|32763|32764|32765|32766|32767|32768|32769|32770|32779|32780|32781|32794|32795|32800|32801|32802|32803|32804|32805]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,168.25,negotiated,02|05|06|07|08|19|21|22|23|24|26|31|34|41|42|51|52|53|56|61,[921]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,169.85,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[39003|39004|39005|39006|39007|39008|39009|39010|39011|39012|39013|39014|39015|39016|39017|39018|39019|39020|39021|39022|39023|39024|39025|39026|39027|39028|39029|39030|39031|39032|39033|39034|39035|39036|39037|39038|39039|39040|39041|39042|39043|39044|39045|39046|39047|39048|39049|39050|39051|39052|39053|39054|39055|39056|39057|39058|39059|39060|39061|39062|39063|39064|39067|39068|39324|39325|39326|39327|39328|39329|39330|39331|39332|39333|39334|39335|39336|39337|39338|39339|39340|39341|39342|39343|39344|39345|39346|39347|39348|39349|39350|39351|39352|39353|39354|39355|39356|39357|39358|39359|39360|39361|39362|39363|39364|39365|39366|39367|39368|39369|39370|39371|39372|39373|39374|39375|39376|39377|39378|39379|39380|39381|39382|39383|39384|39385|39386|39387|39388|39389|39390|39391|39392|39393|39394|39395|39396|39397|39398|39399|39400|39402|39403|39406|39407|39408|39437|39438|39439|39440|39441|39442|39443|39444|39445|39446|39447|39448|39449|39450|39451|39452|39453|39454|39455|39456|39457|39458|39459|39460|39461|39462|39463|39464|39465|39466|39467|39468|39469|39470|39471|39472|39473|39474|39475|39476|39477|39478|39479|39480|39481|39482|39483|39484|39485|39486|39487|39488|39489|39490|39491|39492|39493|39494|39495|39496|39498|42075|42076|42077|42078|42079|42080|42081|42082|42083|42084|42085|42086|42087|42088|42089|42090|42091|42092|42093|42094|42095|42096|42097|42098|42099|42100|42101|42102|42103|42104|42105|42106|42107|42108|42109|42110|42111|42112|42113|42114|42115|42116|42117|42118|42119|42120|42277|42278|42279|42280|42281|42282|42283|42284|42285|42286|42287|42288|42289|42290|42291|42292|42293|42294|42295|42296|42297|42298|42299|42300|42301|42302|42303|42304|42305|42306|42307|42308|42309|42310|42311|42312|42313|42314|42315|42316|42317|42318|42319|42320|42321|42322|42323|42324|42325|42326|42327|42328|42329]
99283,CPT,4,"Emergency department visit, moderately severe problem","Emergency department visit, moderately severe problem",514,ffs,1,professional,2024-12-31,169.88,negotiated,01|02|03|04|05|06|07|08|09|11|12|13|14|15|16|17|19|20|21|22|23|24|25|26|31|32|33|34|41|42|49|50|51|52|53|54|55|56|57|58|60|61|62|65|71|72|81|99,[32858|32859|32860|32861|32865|32866|32867|32868|32869|32870|32871|32872|32873|32875|32876]
